Weight_Mean,Weight_Median,Weight_Mode,Weight_Max_Mode,Date_Time
28.884,28.65,NO MODE,NO MAX_MODE,2022-07-17 19:26:50.384018
27.11,28.15,29.5,NO MAX_MODE,2022-07-17 19:33:26.532630
26.046,25.95,NO MODE,NO MAX_MODE,2022-07-17 19:45:33.787077
26.798,26.299999999999997,24.2,NO MAX_MODE,2022-07-17 19:54:48.317925
26.746,26.549999999999997,24.9,NO MAX_MODE,2022-07-17 20:00:45.948463
26.48,26.45,NO MODE,NO MAX_MODE,2022-07-17 20:07:55.348437
26.436,26.45,NO MODE,NO MAX_MODE,2022-07-17 20:22:06.418183
26.106,26.05,NO MODE,NO MAX_MODE,2022-07-17 20:28:27.049092
26.95,27.7,28.5,NO MAX_MODE,2022-07-17 22:37:04.529528
28.61,28.55,NO MODE,NO MAX_MODE,2022-07-17 22:40:37.860902
26.786,27.25,NO MODE,NO MAX_MODE,2022-07-17 22:44:06.105379
26.84,26.75,24.9,NO MAX_MODE,2022-07-17 22:56:29.208198
26.504,26.5,26.5,NO MAX_MODE,2022-07-17 23:16:42.644046
27.934,27.9,27.8,NO MAX_MODE,2022-07-17 23:27:00.811568
26.002,25.85,26.3,NO MAX_MODE,2022-07-17 23:31:24.105629
28.096,28.65,29.0,NO MAX_MODE,2022-07-17 23:39:02.991738
28.452,28.45,29.2,NO MAX_MODE,2022-07-17 23:44:38.492974
27.838,28.25,29.0,NO MAX_MODE,2022-07-17 23:48:13.901440
27.632,28.05,NO MODE,NO MAX_MODE,2022-07-17 23:55:14.482916
28.274,28.3,28.4,NO MAX_MODE,2022-07-18 02:54:30.058661
25.962,25.799999999999997,25.6,NO MAX_MODE,2022-07-18 03:25:10.354592
26.536,26.9,27.3,NO MAX_MODE,2022-07-18 03:36:13.308754
26.648,26.25,26.3,NO MAX_MODE,2022-07-18 03:43:43.508277
27.336,27.75,27.8,NO MAX_MODE,2022-07-18 06:08:34.460496
25.982,26.6,NO MODE,NO MAX_MODE,2022-07-18 06:27:33.594598
27.85,28.2,28.2,NO MAX_MODE,2022-07-18 11:12:39.089975
27.408,27.3,NO MODE,NO MAX_MODE,2022-07-18 11:26:58.870485
